d,algorithm,n_seeds,ndcg_mean,ndcg_std,ndcg_ci95_low,ndcg_ci95_high,gh_mean,gh_std,gh_ci95_low,gh_ci95_high
39,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
39,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
39,knnu mmr,20,0.6898500000000001,0.008060788782090336,0.6863172035528718,0.6933827964471283,0.1565,0.0005129891760425791,0.15627517258080684,0.15672482741919316
39,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
39,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
39,svd mmr,20,0.5901,0.0007880689256524092,0.589754613565012,0.5904453864349879,0.22349999999999998,0.0005129891760425766,0.2232751725808068,0.22372482741919314
39,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
40,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
40,knni mmr,20,0.7537499999999999,0.005542894930496709,0.751320719188081,0.7561792808119189,0.15805,0.0003940344628262049,0.15787730678250603,0.15822269321749396
40,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
40,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
40,knnu mmr,20,0.7148,0.0045951919953016555,0.7127860683124532,0.7168139316875468,0.15485,0.0006708203932499418,0.154556,0.15514399999999998
40,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
40,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
40,svd mmr,20,0.5893499999999999,0.0008750939799154315,0.5889664731533447,0.5897335268466551,0.22415000000000002,0.00036634754853252197,0.22398944110770583,0.2243105588922942
40,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
41,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
41,knni mmr,20,0.7671,0.004375770608824536,0.7651822339750857,0.7690177660249143,0.15745,0.0005104177855340434,0.1572262995423857,0.1576737004576143
41,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
41,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
41,knnu mmr,20,0.71745,0.007451421623457275,0.7141842704853039,0.7207157295146962,0.155,0.0003244428422615259,0.15485780665497845,0.15514219334502155
41,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
41,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
41,svd mmr,20,0.5895499999999999,0.000759154654516242,0.5892172858030649,0.5898827141969349,0.22400000000000003,0.0,0.22400000000000003,0.22400000000000003
41,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
42,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
42,knni mmr,20,0.765,0.007225685179675964,0.7618332038438295,0.7681667961561706,0.1565,0.0005129891760425772,0.15627517258080684,0.15672482741919316
42,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
42,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
42,knnu mmr,20,0.71265,0.007328926107878071,0.7094379565120595,0.7158620434879405,0.15435,0.0004893604849295995,0.15413552831127825,0.15456447168872173
42,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
42,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
42,svd mmr,20,0.58895,0.00039403446282620176,0.588777306782506,0.589122693217494,0.2239,0.00030779350562555716,0.22376510354848408,0.2240348964515159
42,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
43,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
43,knni mmr,20,0.7691,0.005408570197283882,0.7667295895980476,0.7714704104019524,0.15705,0.00022360679774997453,0.156952,0.15714799999999998
43,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
43,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
43,knnu mmr,20,0.7032499999999999,0.004089460136806121,0.7014577150719938,0.705042284928006,0.15485,0.0005871429486123997,0.15459267325706103,0.15510732674293895
43,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
43,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
43,svd mmr,20,0.5894999999999999,0.000760885910252679,0.5891665270467843,0.5898334729532155,0.22400000000000003,0.0,0.22400000000000003,0.22400000000000003
43,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
44,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
44,knni mmr,20,0.7676499999999999,0.005264328817117779,0.7653428061701666,0.7699571938298333,0.15735000000000002,0.0004893604849295929,0.15713552831127828,0.15756447168872176
44,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
44,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
44,knnu mmr,20,0.6994499999999999,0.006847781046671863,0.6964488276325829,0.7024511723674169,0.1563,0.0009233805168766385,0.1558953106454523,0.15670468935454768
44,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
44,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
44,svd mmr,20,0.5883499999999999,0.0009880869341681022,0.587916951807714,0.5887830481922859,0.22385000000000002,0.0005871429486124019,0.22359267325706106,0.22410732674293898
44,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
45,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
45,knni mmr,20,0.75925,0.004854460780939947,0.7571224387571435,0.7613775612428565,0.15695,0.00022360679774997526,0.15685200000000002,0.157048
45,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
45,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
45,knnu mmr,20,0.708,0.008693615322086724,0.7041898550932377,0.7118101449067622,0.1553,0.0004701623459816267,0.15509394226664916,0.15550605773335083
45,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
45,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
45,svd mmr,20,0.58705,0.0009445132413883411,0.586636048820575,0.587463951179425,0.22545,0.0005104177855340392,0.2252262995423857,0.2256737004576143
45,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
46,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
46,knni mmr,20,0.77135,0.002739093203771509,0.7701495394743332,0.7725504605256668,0.15545,0.0005104177855340471,0.1552262995423857,0.1556737004576143
46,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
46,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
46,knnu mmr,20,0.6937499999999999,0.003767939545833055,0.6920986276839197,0.69540137231608,0.15545,0.0005104177855340399,0.1552262995423857,0.1556737004576143
46,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
46,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
46,svd mmr,20,0.58865,0.0005871429486124069,0.588392673257061,0.588907326742939,0.2251,0.000447213595499958,0.224904,0.225296
46,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
47,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
47,knni mmr,20,0.7662500000000001,0.0014095538674570654,0.7656322357799461,0.7668677642200541,0.15615,0.00036634754853252213,0.15598944110770582,0.1563105588922942
47,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
47,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
47,knnu mmr,20,0.6869,0.008509437485274142,0.6831705745891978,0.6906294254108021,0.1551,0.0003077935056255486,0.15496510354848408,0.1552348964515159
47,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
47,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
47,svd mmr,20,0.5912499999999999,0.0007863975156570423,0.5909053460927401,0.5915946539072597,0.22549999999999998,0.0005129891760425765,0.22527517258080682,0.22572482741919314
47,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
48,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
48,knni mmr,20,0.77205,0.00022360679774998396,0.771952,0.7721480000000001,0.1561,0.0005525062514530833,0.1558578534588964,0.15634214654110357
48,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
48,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
48,knnu mmr,20,0.6799000000000001,0.007738488904580461,0.6765084577021812,0.683291542297819,0.1538,0.00041039134083406363,0.15362013806464547,0.1539798619353545
48,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
48,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
48,svd mmr,20,0.5927499999999999,0.000638666373658495,0.5924700921204169,0.5930299078795829,0.22555,0.0006048053188292981,0.22528493238201308,0.22581506761798692
48,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
49,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
49,knni mmr,20,0.77385,0.0018431951662948327,0.7730421841012237,0.7746578158987764,0.1551,0.0003077935056255481,0.15496510354848408,0.1552348964515159
49,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
49,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
49,knnu mmr,20,0.69685,0.005824404193608697,0.6942973423137526,0.6994026576862473,0.15189999999999998,0.0004472135954999621,0.15170399999999998,0.15209599999999998
49,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
49,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
49,svd mmr,20,0.593,0.0003244428422615324,0.5928578066549784,0.5931421933450215,0.22400000000000003,0.0,0.22400000000000003,0.22400000000000003
49,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
50,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
50,knni mmr,20,0.7721,0.004632834757978844,0.7700695706443166,0.7741304293556834,0.15405,0.0002236067977499753,0.153952,0.15414799999999998
50,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
50,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
50,knnu mmr,20,0.6964499999999999,0.0022118104039808404,0.695480631350338,0.6974193686496618,0.1517,0.00047016234598163135,0.15149394226664917,0.15190605773335084
50,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
50,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
50,svd mmr,20,0.59295,0.00022360679774997865,0.5928519999999999,0.593048,0.223,0.0,0.223,0.223
50,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
51,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
51,knni mmr,20,0.7871,0.006086222577523592,0.7844325953477308,0.7897674046522692,0.15485,0.0003663475485325226,0.1546894411077058,0.15501055889229418
51,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
51,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
51,knnu mmr,20,0.7001,0.006068902614754027,0.6974401861560984,0.7027598138439015,0.152,0.0,0.152,0.152
51,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
51,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
51,svd mmr,20,0.5948,0.00041039134083404737,0.5946201380646455,0.5949798619353545,0.22235,0.0004893604849295917,0.22213552831127825,0.22256447168872173
51,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
52,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
52,knni mmr,20,0.7919,0.00513911727009509,0.789647682550186,0.7941523174498141,0.1541,0.0003077935056255491,0.15396510354848408,0.1542348964515159
52,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
52,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
52,knnu mmr,20,0.6837500000000001,0.0033697571363370616,0.6822731388191952,0.685226861180805,0.15305,0.00022360679774997453,0.152952,0.15314799999999998
52,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
52,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
52,svd mmr,20,0.59415,0.00036634754853252777,0.5939894411077058,0.5943105588922941,0.22240000000000001,0.0005026246899500381,0.222179715017116,0.22262028498288403
52,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
53,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
53,knni mmr,20,0.7663,0.004256264732565895,0.7644346097346385,0.7681653902653615,0.15309999999999999,0.00030779350562555244,0.15296510354848408,0.1532348964515159
53,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
53,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
53,knnu mmr,20,0.6898,0.0005231483637805919,0.6895707201204686,0.6900292798795313,0.15205,0.00022360679774997914,0.151952,0.15214799999999998
53,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
53,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
53,svd mmr,20,0.5939,0.0003077935056255533,0.5937651035484841,0.5940348964515159,0.22294999999999998,0.00022360679774997608,0.222852,0.22304799999999997
53,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
54,knni,19,0.778,0.0,0.778,0.778,0.241,0.0,0.241,0.241
54,knni mmr,19,0.762,0.005487359211051447,0.7595325823807871,0.7644674176192129,0.153,0.0,0.153,0.153
54,knni td,19,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
54,knnu,19,0.838,0.0,0.838,0.838,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
54,knnu mmr,19,0.6888421052631579,0.00403131020740201,0.6870294071233636,0.6906548034029523,0.15294736842105264,0.00022941573387056378,0.1528442105263158,0.15305052631578947
54,knnu td,19,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
54,svd,19,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
54,svd mmr,19,0.5950526315789473,0.00022941573387055635,0.5949494736842105,0.5951557894736841,0.222,0.0,0.222,0.222
54,svd td,19,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
55,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
55,knni mmr,20,0.75515,0.0011367080817685394,0.7546518157178841,0.7556481842821159,0.15375,0.0004442616583193221,0.15355529374351143,0.15394470625648857
55,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
55,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
55,knnu mmr,20,0.7018,0.0029307803882602,0.7005155288616465,0.7030844711383535,0.15389999999999998,0.0003077935056255457,0.15376510354848408,0.15403489645151588
55,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
55,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
55,svd mmr,20,0.5974,0.0005982430416161253,0.5971378084268085,0.5976621915731916,0.22200000000000003,0.0,0.22200000000000003,0.22200000000000003
55,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
56,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
56,knni mmr,20,0.76075,0.0012926920095594865,0.7601834527473602,0.7613165472526399,0.153,0.0,0.153,0.153
56,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
56,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
56,knnu mmr,20,0.7003999999999999,0.0008207826816681278,0.7000402761292909,0.700759723870709,0.154,0.0,0.154,0.154
56,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
56,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
56,svd mmr,20,0.595,0.0,0.595,0.595,0.22285,0.00036634754853252343,0.2226894411077058,0.22301055889229418
56,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
57,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
57,knni mmr,20,0.7614500000000001,0.002564432839727668,0.7603260877539407,0.7625739122460594,0.153,0.0,0.153,0.153
57,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
57,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
57,knnu mmr,20,0.6986,0.0005026246899500397,0.6983797150171159,0.6988202849828841,0.15415,0.00036634754853252197,0.15398944110770582,0.1543105588922942
57,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
57,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
57,svd mmr,20,0.595,0.0,0.595,0.595,0.22395,0.00022360679774997803,0.22385200000000002,0.224048
57,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
58,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
58,knni mmr,20,0.7617499999999999,0.0011180339887499155,0.7612599999999999,0.7622399999999999,0.1537,0.0004701623459816268,0.15349394226664917,0.15390605773335084
58,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
58,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
58,knnu mmr,20,0.67755,0.005862234170833166,0.674980762595223,0.680119237404777,0.155,0.0,0.155,0.155
58,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
58,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
58,svd mmr,20,0.594,0.0,0.594,0.594,0.22200000000000003,0.0,0.22200000000000003,0.22200000000000003
58,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
59,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
59,knni mmr,20,0.7719,0.00044721359549995687,0.7717040000000001,0.772096,0.153,0.0,0.153,0.153
59,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
59,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
59,knnu mmr,20,0.6834,0.0026832815729997497,0.682224,0.684576,0.15495,0.0002236067977499753,0.15485200000000002,0.155048
59,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
59,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
59,svd mmr,20,0.595,0.0,0.595,0.595,0.22200000000000003,0.0,0.22200000000000003,0.22200000000000003
59,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
60,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
60,knni mmr,20,0.7635,0.002350811729908139,0.7624697113332458,0.7645302886667541,0.153,0.0,0.153,0.153
60,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
60,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
60,knnu mmr,20,0.684,0.0,0.684,0.684,0.154,0.0,0.154,0.154
60,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
60,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
60,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
60,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
61,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
61,knni mmr,20,0.7492,0.0030017538732863298,0.7478844233603712,0.7505155766396288,0.153,0.0,0.153,0.153
61,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
61,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
61,knnu mmr,20,0.6946999999999999,0.000732695097065037,0.6943788822154116,0.6950211177845882,0.15485,0.0003663475485325187,0.1546894411077058,0.15501055889229418
61,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
61,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
61,svd mmr,20,0.593,0.0,0.593,0.593,0.221,0.0,0.221,0.221
61,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
62,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
62,knni mmr,20,0.756,0.0,0.756,0.756,0.153,0.0,0.153,0.153
62,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
62,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
62,knnu mmr,20,0.688,0.0,0.688,0.688,0.153,0.0,0.153,0.153
62,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
62,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
62,svd mmr,20,0.593,0.0,0.593,0.593,0.221,0.0,0.221,0.221
62,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
63,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
63,knni mmr,20,0.773,0.0,0.773,0.773,0.153,0.0,0.153,0.153
63,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
63,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
63,knnu mmr,20,0.679,0.0,0.679,0.679,0.152,0.0,0.152,0.152
63,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
63,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
63,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
63,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
64,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
64,knni mmr,20,0.768,0.0,0.768,0.768,0.153,0.0,0.153,0.153
64,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
64,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
64,knnu mmr,20,0.696,0.0,0.696,0.696,0.153,0.0,0.153,0.153
64,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
64,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
64,svd mmr,20,0.595,0.0,0.595,0.595,0.221,0.0,0.221,0.221
64,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
65,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
65,knni mmr,20,0.763,0.0,0.763,0.763,0.153,0.0,0.153,0.153
65,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
65,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
65,knnu mmr,20,0.699,0.0,0.699,0.699,0.152,0.0,0.152,0.152
65,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
65,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
65,svd mmr,20,0.594,0.0,0.594,0.594,0.22200000000000003,0.0,0.22200000000000003,0.22200000000000003
65,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
66,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
66,knni mmr,20,0.762,0.0,0.762,0.762,0.153,0.0,0.153,0.153
66,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
66,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
66,knnu mmr,20,0.691,0.0,0.691,0.691,0.153,0.0,0.153,0.153
66,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
66,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
66,svd mmr,20,0.593,0.0,0.593,0.593,0.22200000000000003,0.0,0.22200000000000003,0.22200000000000003
66,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
67,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
67,knni mmr,20,0.751,0.0,0.751,0.751,0.153,0.0,0.153,0.153
